molecule,atom_index_1,atom_index_2,bond_index,pred_bde
C1=CC=C(C=C1)C2=CC=CC=C2,9,10,9,100.26851
C1=CC=C(C=C1)CC2=CC=CC=C2,6,19,20,83.95191
C1=CC=C(C=C1)CC2=CC=CC=C2,6,18,19,83.95191
C1=CC=C(C=C1)CC2=CC=CC=C2,3,6,5,91.50794
C1=CC=C(C=C1)CC2=CC=CC=C2,6,7,6,91.50794
C1=CC=C(C=C1)CCC2=CC=CC=C2,6,7,6,67.45198
C1=CC=C(C=C1)CCO,6,7,6,77.00087
C1=CC=C(C=C1)CO,6,13,13,82.41459
C1=CC=C(C=C1)CO,6,14,14,82.41459
C1=CC=C(C=C1)CO,6,7,6,83.803894
C1=CC=C(C=C1)COCC2=CC=CC=C2,7,8,7,74.78586
C1=CC=C(C=C1)COCC2=CC=CC=C2,6,7,6,74.78586
C1=CC=C(C=C1)COCC2=CC=CC=C2,6,20,21,83.767235
C1=CC=C(C=C1)COCC2=CC=CC=C2,6,21,22,83.767235
C1=CC=C(C=C1)COCC2=CC=CC=C2,8,22,23,83.767235
C1=CC=C(C=C1)COCC2=CC=CC=C2,8,23,24,83.767235
C1=CC=C2C=CC=CC2=C1,8,3,10,97.15939
C1=CC=C2C=CC=CC2=C1,9,0,9,99.822464
C1=CC=C2C=CC=CC2=C1,1,2,1,99.822464
C1=CC=C2C=CC=CC2=C1,6,7,6,99.822464
C1=CC=C2C=CC=CC2=C1,4,5,4,99.822464
C1=CC=C2C=CC=CC2=C1,0,1,0,99.91504
C1=CC=C2C=CC=CC2=C1,5,6,5,99.91504
C1=CC=C2C=CC=CC2=C1,3,4,3,99.95976
C1=CC=C2C=CC=CC2=C1,7,8,7,99.95976
C1=CC=C2C=CC=CC2=C1,8,9,8,99.95976
C1=CC=C2C=CC=CC2=C1,2,3,2,99.95976
C1=CC=CC=C1,0,1,0,99.55652
C1=CC=CC=C1,1,2,1,99.55652
C1=CC=CC=C1,2,3,2,99.55652
C1=CC=CC=C1,3,4,3,99.55652
C1=CC=CC=C1,4,5,4,99.55652
C1=CC=CC=C1,5,0,5,99.55652
C1=COC(=C1)C=O,5,6,5,86.98816
C1=COC(=C1)C=O,5,10,10,90.77706
C1=COC(=C1)C=O,2,3,2,92.74598
C1=COC=C1,1,2,1,97.56681
C1=COC=C1,2,3,2,97.56681
C1C=CCO1,3,4,3,70.82836
C1C=CCO1,4,0,4,70.82836
C1C=CCO1,0,5,5,78.59607
C1C=CCO1,0,6,6,78.59607
C1C=CCO1,3,9,9,78.59607
C1C=CCO1,3,10,10,78.59607
C1CC(CC=C1)C=O,2,3,2,64.33918
C1CC(OC1)CO,2,5,4,83.63378
C1CC(OC1)CO,2,3,2,85.77005
C1CC(OC1)CO,3,4,3,85.98427
C1CC(OC1)CO,4,0,6,86.55509
C1CC(OC1)CO,1,2,1,87.8274
C1CC(OC1)CO,0,1,0,90.49462
C1CC(OC1)CO,2,11,11,93.149124
C1CC(OC1)CO,4,13,13,93.20996
C1CC(OC1)CO,4,12,12,93.20996
C1CC(OC1)CO,5,14,14,93.431404
C1CC(OC1)CO,5,15,15,93.431404
C1CC2=CC=CC=C2C1,0,1,0,80.05819
C1CC2=CC=CC=C2C1,8,0,8,80.05819
C1CC2=CC=CC=C2C1,1,12,13,86.982376
C1CC2=CC=CC=C2C1,1,11,12,86.982376
C1CC2=CC=CC=C2C1,8,17,18,86.982376
C1CC2=CC=CC=C2C1,8,18,19,86.982376
C1CC2C3CCC(C3)C2C1,0,1,0,85.528145
C1CC2C3CCC(C3)C2C1,9,0,9,85.52815
C1CC2C3CCC(C3)C2C1,6,7,6,86.30624
C1CC2C3CCC(C3)C2C1,7,3,11,86.30624
C1CC2C3CCC(C3)C2C1,3,4,3,88.779564
C1CC2C3CCC(C3)C2C1,5,6,5,88.779564
C1CC2C3CCC(C3)C2C1,1,2,1,88.94601
C1CC2C3CCC(C3)C2C1,8,9,8,88.94601
C1CC2C3CCC(C3)C2C1,4,5,4,89.80605
C1CC2C3CCC(C3)C2C1,6,8,7,89.9657
C1CC2C3CCC(C3)C2C1,2,3,2,89.965706
C1CC2C3CCC(C3)C2C1,8,2,10,90.73373
C1CC2C3CCC(C3)C2C1,1,13,15,93.73077
C1CC2C3CCC(C3)C2C1,1,12,14,93.73077
C1CC2C3CCC(C3)C2C1,9,25,27,93.73077
C1CC2C3CCC(C3)C2C1,9,24,26,93.73077
C1CC2C3CCC(C3)C2C1,0,10,12,94.64677
C1CC2C3CCC(C3)C2C1,0,11,13,94.64677
C1CC=CCCC=C1,0,1,0,63.137535
C1CC=CCCC=C1,4,5,4,63.137535
C1CC=COC1,4,5,4,70.4436
C1CC=COC1,0,1,0,73.88276
C1CCC(=O)C1,2,3,2,84.44843
C1CCC(=O)C1,3,5,4,84.44843
C1CCC(=O)C1,1,2,1,85.07783
C1CCC(=O)C1,5,0,5,85.07783
C1CCC(=O)C1,3,4,3,88.6874
C1CCC(=O)C1,0,1,0,88.94413
C1CCC(=O)C1,2,10,10,90.15167
C1CCC(=O)C1,2,11,11,90.15167
C1CCC(=O)C1,5,12,12,90.15167
C1CCC(=O)C1,5,13,13,90.15167
C1CCC(=O)CC1,2,3,2,81.79331
C1CCC(=O)CC1,3,5,4,81.79331
C1CCC(=O)CC1,1,2,1,83.76038
C1CCC(=O)CC1,5,6,5,83.76038
C1CCC(=O)CC1,3,4,3,86.155594
C1CCC(=O)CC1,5,14,14,90.20354
C1CCC(=O)CC1,5,13,13,90.20354
C1CCC(=O)CC1,2,12,12,90.20354
C1CCC(=O)CC1,2,11,11,90.20354
C1CCC(=O)CC1,0,1,0,90.37209
C1CCC(=O)CC1,6,0,6,90.37209
C1CCC(C1)O,2,3,2,85.720604
C1CCC(C1)O,3,4,3,85.720604
C1CCC(C1)O,0,1,0,87.40926
C1CCC(C1)O,1,2,1,89.45652
C1CCC(C1)O,4,0,5,89.45652
C1CCC(C1)O,3,12,12,92.015434
C1CCC(C1)O,3,5,4,93.670166
C1CCC(C1)O,0,6,6,95.1513
C1CCC(C1)O,0,7,7,95.1513
C1CCC(C1)O,1,8,8,95.1513
C1CCC(C1)O,1,9,9,95.1513
C1CCC(CC1)C2CCCCC2,3,6,5,83.54882
C1CCC(CC1)C2CCCCC2,11,6,12,85.18841
C1CCC(CC1)C2CCCCC2,2,3,2,85.18841
C1CCC(CC1)C2CCCCC2,3,4,3,85.18841
C1CCC(CC1)C2CCCCC2,6,7,6,85.18841
C1CCC(CC1)C2CCCCC2,0,1,0,87.4628
C1CCC(CC1)C2CCCCC2,5,0,11,87.4628
C1CCC(CC1)C2CCCCC2,8,9,8,87.4628
C1CCC(CC1)C2CCCCC2,9,10,9,87.4628
C1CCC(CC1)C2CCCCC2,10,11,10,88.84014
C1CCC(CC1)C2CCCCC2,4,5,4,88.84014
C1CCC(CC1)C2CCCCC2,1,2,1,88.84014
C1CCC(CC1)C2CCCCC2,7,8,7,88.84014
C1CCC(CC1)CO,3,6,5,82.7064
C1CCC(CC1)CO,2,3,2,86.634926
C1CCC(CC1)CO,3,4,3,86.634926
C1CCC(CC1)CO,0,1,0,87.50277
C1CCC(CC1)CO,5,0,7,87.50277
C1CCC(CC1)CO,1,2,1,89.54314
C1CCC(CC1)CO,4,5,4,89.54314
C1CCC(CC1)CO,3,14,14,91.717186
C1CCC(CC1)O,2,3,2,83.76768
C1CCC(CC1)O,3,4,3,83.76768
C1CCC(CC1)O,0,1,0,87.46407
C1CCC(CC1)O,5,0,6,87.46407
C1CCC(CC1)O,3,13,13,89.85856
C1CCC(CC1)O,1,2,1,90.08031
C1CCC(CC1)O,4,5,4,90.08031
C1CCC2C(C1)CCC3C2CCCC3,9,3,14,81.08631
C1CCC2C(C1)CCC3C2CCCC3,3,4,3,83.584785
C1CCC2C(C1)CCC3C2CCCC3,8,9,8,83.584785
C1CCC2C(C1)CCC3C2CCCC3,7,8,7,84.08207
C1CCC2C(C1)CCC3C2CCCC3,4,6,5,84.08208
C1CCC2C(C1)CCC3C2CCCC3,2,3,2,84.398926
C1CCC2C(C1)CCC3C2CCCC3,9,10,9,84.398926
C1CCC2C(C1)CCC3C2CCCC3,13,8,15,87.11695
C1CCC2C(C1)CCC3C2CCCC3,4,5,4,87.11695
C1CCC2C(C1)CCC3C2CCCC3,0,1,0,87.12072
C1CCC2C(C1)CCC3C2CCCC3,11,12,11,87.12072
C1CCC2C(C1)CCC3C2CCCC3,6,7,6,87.622894
C1CCC2C(C1)CCC3C2CCCC3,10,11,10,88.16512
C1CCC2C(C1)CCC3C2CCCC3,1,2,1,88.16512
C1CCC2C(C1)CCC3C2CCCC3,5,0,13,88.20063
C1CCC2C(C1)CCC3C2CCCC3,12,13,12,88.20063
C1CCC2CCCCC2C1,8,3,10,82.42336
C1CCC2CCCCC2C1,8,9,8,83.9452
C1CCC2CCCCC2C1,2,3,2,83.9452
C1CCC2CCCCC2C1,3,4,3,83.9452
C1CCC2CCCCC2C1,7,8,7,83.9452
C1CCC2CCCCC2C1,0,1,0,87.988945
C1CCC2CCCCC2C1,5,6,5,87.988945
C1CCC2CCCCC2C1,8,25,26,89.13479
C1CCC2CCCCC2C1,3,16,17,89.13479
C1CCC2CCCCC2C1,6,7,6,89.36928
C1CCC2CCCCC2C1,4,5,4,89.36928
C1CCC2CCCCC2C1,9,0,9,89.36928
C1CCC2CCCCC2C1,1,2,1,89.36928
C1CCC=CC1,1,2,1,79.00237
C1CCC=CC1,5,0,5,79.00237
C1CCC=CC1,0,1,0,88.57815
C1CCCC(=O)CC1,3,4,3,81.79331
C1CCCC(=O)CC1,4,6,5,81.79331
C1CCCC(=O)CC1,2,3,2,83.909996
C1CCCC(=O)CC1,6,7,6,83.909996
C1CCCC(=O)CC1,4,5,4,86.155594
C1CCCC(=O)CC1,1,2,1,89.29868
C1CCCC(=O)CC1,7,0,7,89.29868
C1CCCC(=O)CC1,6,17,17,90.20354
C1CCCC(=O)CC1,6,16,16,90.20354
C1CCCC(=O)CC1,3,15,15,90.20354
C1CCCC(=O)CC1,3,14,14,90.20354
C1CCCC1,0,1,0,86.53877
C1CCCC1,1,2,1,86.53877
C1CCCC1,2,3,2,86.53877
C1CCCC1,3,4,3,86.53877
C1CCCC1,4,0,4,86.53877
C1CCCC1,0,5,5,94.494255
C1CCCC1,0,6,6,94.494255
C1CCCC1,1,7,7,94.494255
C1CCCC1,1,8,8,94.494255
C1CCCC1,2,9,9,94.494255
C1CCCC1,2,10,10,94.494255
C1CCCC1,3,11,11,94.494255
C1CCCC1,3,12,12,94.494255
C1CCCC1,4,13,13,94.494255
C1CCCC1,4,14,14,94.494255
C1CCCCC1,0,1,0,87.82388
C1CCCCC1,1,2,1,87.82388
C1CCCCC1,2,3,2,87.82388
C1CCCCC1,3,4,3,87.82388
C1CCCCC1,4,5,4,87.82388
C1CCCCC1,5,0,5,87.82388
C1CCCCC1,4,15,15,94.99067
C1CCCCC1,4,14,14,94.99067
C1CCCCC1,3,13,13,94.99067
C1CCCCC1,3,12,12,94.99067
C1CCCCC1,2,11,11,94.99067
C1CCCCC1,1,8,8,94.99067
C1CCCCC1,1,9,9,94.99067
C1CCCCC1,5,16,16,94.99067
C1CCCCC1,0,7,7,94.99067
C1CCCCC1,0,6,6,94.99067
C1CCCCC1,2,10,10,94.99067
C1CCCCC1,5,17,17,94.99067
C1CCCCCCC1,0,1,0,87.82388
C1CCCCCCC1,1,2,1,87.82388
C1CCCCCCC1,2,3,2,87.82388
C1CCCCCCC1,3,4,3,87.82388
C1CCCCCCC1,4,5,4,87.82388
C1CCCCCCC1,5,6,5,87.82388
C1CCCCCCC1,6,7,6,87.82388
C1CCCCCCC1,7,0,7,87.82388
C1CCCCCCC1,6,21,21,94.99067
C1CCCCCCC1,6,20,20,94.99067
C1CCCCCCC1,5,19,19,94.99067
C1CCCCCCC1,5,18,18,94.99067
C1CCCCCCC1,4,17,17,94.99067
C1CCCCCCC1,4,16,16,94.99067
C1CCCCCCC1,3,15,15,94.99067
C1CCCCCCC1,1,11,11,94.99067
C1CCCCCCC1,2,13,13,94.99067
C1CCCCCCC1,2,12,12,94.99067
C1CCCCCCC1,7,22,22,94.99067
C1CCCCCCC1,1,10,10,94.99067
C1CCCCCCC1,0,9,9,94.99067
C1CCCCCCC1,0,8,8,94.99067
C1CCCCCCC1,3,14,14,94.99067
C1CCCCCCC1,7,23,23,94.99067
C1CCOC1,2,3,2,84.47327
C1CCOC1,3,4,3,84.47327
C1CCOC1,1,2,1,85.77935
C1CCOC1,4,0,4,85.77935
C1CCOC1,0,1,0,89.24196
C1CCOC1,2,9,9,92.12443
C1CCOC1,2,10,10,92.12443
C1CCOC1,4,11,11,92.12443
C1CCOC1,4,12,12,92.12443
C1CCOCC1,2,3,2,84.17302
C1CCOCC1,3,4,3,84.17302
C1CCOCC1,1,2,1,86.26946
C1CCOCC1,4,5,4,86.26946
C1CCOCC1,0,1,0,89.810646
C1CCOCC1,5,0,5,89.810646
C1CCOCC1,2,10,10,91.743195
C1CCOCC1,2,11,11,91.743195
C1CCOCC1,4,12,12,91.743195
C1CCOCC1,4,13,13,91.743195
C1CC[C@@H]2CCCC[C@@H]2C1,8,3,10,83.79455
C1CC[C@@H]2CCCC[C@@H]2C1,8,9,8,85.64928
C1CC[C@@H]2CCCC[C@@H]2C1,2,3,2,85.64928
C1CC[C@@H]2CCCC[C@@H]2C1,3,4,3,85.64928
C1CC[C@@H]2CCCC[C@@H]2C1,7,8,7,85.64928
C1CC[C@@H]2CCCC[C@@H]2C1,1,2,1,88.37238
C1CC[C@@H]2CCCC[C@@H]2C1,4,5,4,88.37238
C1CC[C@@H]2CCCC[C@@H]2C1,6,7,6,88.37238
C1CC[C@@H]2CCCC[C@@H]2C1,9,0,9,88.37238
C1CC[C@@H]2CCCC[C@@H]2C1,0,1,0,90.13427
C1CC[C@@H]2CCCC[C@@H]2C1,5,6,5,90.13427
C1CC[C@H]2CCCC[C@@H]2C1,8,3,10,83.549095
C1CC[C@H]2CCCC[C@@H]2C1,8,9,8,84.575935
C1CC[C@H]2CCCC[C@@H]2C1,7,8,7,84.575935
C1CC[C@H]2CCCC[C@@H]2C1,2,3,2,85.246376
C1CC[C@H]2CCCC[C@@H]2C1,3,4,3,85.246376
C1CC[C@H]2CCCC[C@@H]2C1,1,2,1,87.48849
C1CC[C@H]2CCCC[C@@H]2C1,4,5,4,87.48849
C1CC[C@H]2CCCC[C@@H]2C1,0,1,0,87.79829
C1CC[C@H]2CCCC[C@@H]2C1,5,6,5,87.79829
C1CC[C@H]2CCCC[C@@H]2C1,9,0,9,87.85691
C1CC[C@H]2CCCC[C@@H]2C1,6,7,6,87.85691
C1COC=C1,1,2,1,69.1794
C1COC=C1,0,1,0,72.71049
C=C(CC(C)(C)C)CC(C)(C)CC(C)(C)C,7,8,7,65.796616
C=C(CC(C)(C)C)CC(C)(C)CC(C)(C)C,2,3,2,71.029045
C=C1CCC2CC1C2(C)C,2,3,2,73.12748
C=CC(C)(O)CCC=C(C)C,2,5,4,70.71526
C=CC(C)(O)CCC=C(C)C,2,3,2,72.01967
C=CC(C)(O)CCC=C(C)C,5,6,5,74.34636
C=CC1CCC=CC1,7,2,7,60.359833
C=CC1CCCCC1,2,3,2,73.7171
C=CC1CCCCC1,7,2,7,73.7171
C=CC1CCCCC1,2,11,11,82.549164
C=CCCCC,2,3,2,74.40789
C=CCCCC,2,9,8,83.920265
C=CCCCC,2,10,9,83.920265
C=CCCCCCCC=C,2,3,2,74.30962
C=CCCCCCCC=C,6,7,6,74.30962
C=CCCCCCCC=C,2,14,13,83.947174
C=CCCCCCCC=C,7,24,23,83.947174
C=CCCCCCCC=C,7,23,22,83.947174
C=CCCCCCCC=C,2,13,12,83.947174
C=CCCCC[C@H](CCCC)CCCCCC,2,3,2,74.016014
C=CCCCC[C@H](CCCC)CCCCCC,2,20,19,83.904625
C=CCCCC[C@H](CCCC)CCCCCC,2,21,20,83.904625
C=COCC1CCC(CC1)COC=C,10,11,10,67.934135
C=COCC1CCC(CC1)COC=C,2,3,2,67.93414
C=COCCO,2,3,2,69.22055
CC(=C)C=C,0,5,4,90.56728
CC(=C)C=C,0,6,5,90.56728
CC(=C)C=C,0,7,6,90.56728
CC(=C)C=C,1,2,1,95.50214
CC(=C)C=C,3,4,3,97.36421
CC(=C)C=C,0,1,0,99.97074
CC(=C)CC(C)(C)C,3,4,3,71.812126
CC(=CC/C=C(\C)/C=C)C,3,14,13,68.94178
CC(=CC/C=C(\C)/C=C)C,3,15,14,68.94178
CC(=CC/C=C(\C)/C=C)C,2,3,2,78.64872
CC(=CC1=CC=CC=C1)C=O,9,10,9,84.46624
CC(=CC1=CC=CC=C1)C=O,0,13,13,85.567024
CC(=CC1=CC=CC=C1)C=O,0,12,12,85.567024
CC(=CC1=CC=CC=C1)C=O,0,11,11,85.567024
CC(=CC1=CC=CC=C1)C=O,8,3,10,88.113464
CC(=CC1=CC=CC=C1)C=O,3,4,3,88.113464
CC(=CC1=CC=CC=C1)C=O,9,20,20,88.495
CC(=CC1=CC=CC=C1)C=O,1,9,8,92.25541
CC(=CC1=CC=CC=C1)C=O,1,2,1,94.30711
CC(=CC=C(C)C)C,7,21,20,82.40338
CC(=CC=C(C)C)C,7,19,18,82.40338
CC(=CC=C(C)C)C,6,18,17,82.40338
CC(=CC=C(C)C)C,6,17,16,82.40338
CC(=CC=C(C)C)C,6,16,15,82.40338
CC(=CC=C(C)C)C,0,8,7,82.40338
CC(=CC=C(C)C)C,0,9,8,82.40338
CC(=CC=C(C)C)C,0,10,9,82.40338
CC(=CC=C(C)C)C,7,20,19,82.40338
CC(=CC=C(C)C)C,5,15,14,82.40338
CC(=CC=C(C)C)C,5,13,12,82.40338
CC(=CC=C(C)C)C,5,14,13,82.40338
CC(=CC=C(C)C)C,1,2,1,86.53341
CC(=CC=C(C)C)C,3,4,3,86.53341
CC(=CCC/C(=C/C/C=C(\C)/C=C)/C)C,3,4,3,59.821846
CC(=CCC/C(=C/C/C=C(\C)/C=C)/C)C,7,25,24,68.99639
CC(=CCC/C(=C/C/C=C(\C)/C=C)/C)C,7,24,23,68.99639
CC(=CCC/C(=C/CC/C(=C/CO)/C)/C)C,7,8,7,59.747257
CC(=CCC/C(=C/CC/C(=C/CO)/C)/C)C,3,4,3,59.75701
CC(=CCC/C(=C/CCC(C)(C=C)O)/C)C,3,4,3,59.75701
CC(=CCC/C(=C/CO)/C)C,3,4,3,59.996788
CC(=CCC=C(C)C=C)C,3,14,13,68.94178
CC(=CCC=C(C)C=C)C,3,15,14,68.94178
CC(=CCC=C(C)C=C)C,2,3,2,78.64872
CC(=CCCC(=CCC=C(C)C=C)C)C,3,4,3,59.821846
CC(=CCCC(=CCC=C(C)C=C)C)C,7,25,24,68.99639
CC(=CCCC(=CCC=C(C)C=C)C)C,7,24,23,68.99639
CC(=CCCC(=CCCC(=CCO)C)C)C,7,8,7,59.747257
CC(=CCCC(=CCCC(=CCO)C)C)C,3,4,3,59.75701
CC(=CCCC(=CCCC(C)(C=C)O)C)C,3,4,3,59.75701
CC(=CCCC(=CCO)C)C,3,4,3,59.996788
CC(=CCCCCCCCC)C1=CC=CC=C1,3,4,3,70.46607
CC(=CCCCCCCCC)C1=CC=CC=C1,3,21,21,79.793175
CC(=CCCCCCCCC)C1=CC=CC=C1,3,22,22,79.793175
CC(=O)CC(C)(C)O,3,4,3,81.33346
CC(=O)CC(C)(C)O,1,3,2,86.2366
CC(=O)CC(C)(C)O,4,5,4,86.89028
CC(=O)CC(C)(C)O,4,6,5,86.89028
CC(=O)CC(C)(C)O,0,1,0,87.467514
CC(=O)CC(C)(C)O,1,2,1,87.6056
CC(=O)CCC(=O)OC,3,4,3,81.80353
CC(=O)CCC(=O)OC,1,3,2,85.42775
CC(=O)CCC(=O)OC,1,2,1,87.46429
CC(=O)CCC(=O)OC,0,1,0,87.47222
CC(=O)OC,1,2,1,93.01792
CC(=O)OC,3,4,3,93.12237
CC(=O)OC,0,1,0,95.19122
CC(=O)OC,0,5,4,97.275475
CC(=O)OC,0,6,5,97.275475
CC(=O)OC,0,7,6,97.275475
CC(=O)OC,4,8,7,98.14384
CC(=O)OC,4,9,8,98.14384
CC(=O)OC,4,10,9,98.14384
CC(=O)OC,1,3,2,101.15311
CC(=O)OCC(COC(=O)C)OC(=O)C,4,5,4,88.85941
CC(=O)OCC(COC(=O)C)OC(=O)C,5,6,5,88.85941
CC(=O)OCC(COC(=O)C)OC(=O)C,8,9,8,93.42492
CC(=O)OCC(COC(=O)C)OC(=O)C,1,2,1,93.42493
CC(=O)OCC(COC(=O)C)OC(=O)C,12,13,12,93.45816
CC(=O)OCC(COC(=O)C)OC(=O)C,5,11,10,94.45237
CC(=O)OCC(COC(=O)C)OC(=O)C,3,4,3,94.64209
CC(=O)OCC(COC(=O)C)OC(=O)C,6,7,6,94.64209
CC(=O)OCC(COC(=O)C)OC(=O)C,12,14,13,95.40534
CC(=O)OCC(COC(=O)C)OC(=O)C,0,1,0,95.486885
CC(=O)OCC(COC(=O)C)OC(=O)C,8,10,9,95.486885
CC(=O)OCC(COC(=O)C)OC(=O)C,10,25,24,97.25042
CC(=O)OCC(COC(=O)C)OC(=O)C,0,15,14,97.25042
CC(=O)OCC(COC(=O)C)OC(=O)C,0,16,15,97.25042
CC(=O)OCC(COC(=O)C)OC(=O)C,0,17,16,97.25042
CC(=O)OCC(COC(=O)C)OC(=O)C,10,24,23,97.25042
CC(=O)OCC(COC(=O)C)OC(=O)C,10,23,22,97.25042
CC(=O)OCC(COC(=O)C)OC(=O)C,14,28,27,97.270096
CC(=O)OCC(COC(=O)C)OC(=O)C,14,26,25,97.270096
CC(=O)OCC(COC(=O)C)OC(=O)C,14,27,26,97.270096
CC(=O)OCC(COC(=O)C)OC(=O)C,6,22,21,98.06388
CC(=O)OCC(COC(=O)C)OC(=O)C,4,19,18,98.06388
CC(=O)OCC(COC(=O)C)OC(=O)C,4,18,17,98.06388
CC(=O)OCC(COC(=O)C)OC(=O)C,6,21,20,98.06388
CC(=O)OCC1CCCO1,9,5,9,84.069786
CC(=O)OCC1CCCO1,4,5,4,84.08422
CC(=O)OCC1CCCO1,8,9,8,85.32876
CC(=O)OCC1CCCO1,7,8,7,85.9078
CC(=O)OCC1CCCO1,5,6,5,86.11785
CC(=O)OCC1CCCO1,6,7,6,90.47306
CC(=O)OCC1CCCO1,5,15,15,91.319466
CC(=O)OCC1CCCO1,8,21,21,92.60026
CC(=O)OCC1CCCO1,8,20,20,92.60026
CC(=O)OCC1CCCO1,1,2,1,93.288506
CC(C(CCCCCC)C1CCCCC1)C,1,2,1,79.81934
CC(C(CCCCCC)C1CCCCC1)C,2,9,8,80.980965
CC(C(CCCCCC)C1CCCCC1)C,2,3,2,81.84859
CC(C(CCCCCC)C1CCCCC1)C,14,9,15,83.637924
CC(C(CCCCCC)C1CCCCC1)C,9,10,9,83.637924
CC(C(CCCCCC)C1CCCCC1)C,0,1,0,83.75812
CC(C(CCCCCC)C1CCCCC1)C,1,15,14,83.75812
CC(C(CCCCCC)C1CCCCC1)C,3,4,3,84.06599
CC(C(CCCCCC)C1CCCCC1)C,4,5,4,86.11938
